date,ABBY,BARR,BART,BLAN,BONA,CLBJ,CPER,DCFS,DEJU,DELA,DSNY,GRSM,GUAN,HARV,HEAL,JERC,JORN,KONA,KONZ,LAJA,LENO,MLBS,MOAB,NIWO,NOGP,OAES,ONAQ,ORNL,OSBS,PUUM,RMNP,SCBI,SERC,SJER,SOAP,SRER,STEI,STER,TALL,TEAK,TOOL,TREE,UKFS,UNDE,WOOD,WREF,YELL
2019-05-23,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-6.01746478909002,-14.5143902408246,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-37.3954473394232,-9999.0,-9999.0,-58.3700308717133,-6.01582215488152,-9.91570465668742,-10.6889296576914,-9999.0,-0.569231097408564,-9999.0,-8.63505737015136,-9999.0,-10.1186686873071,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,6.82366640671624,-12.6909744600352,-15.8953697791063,-23.5783455030677
2019-05-24,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-11.7700961090193,-23.7094789137319,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-7.47570282887175,-9999.0,-9999.0,-9999.0,-9999.0,-37.4998007247043,-9999.0,-9999.0,-20.6050535071526,-5.11853487425008,-8.34129872544997,-12.4363016687792,-9999.0,-12.766604916142,-9999.0,-9999.0,-9999.0,-12.7609844810973,-9999.0,-9999.0,-10.4694240206119,-9999.0,-9999.0,-9999.0,-9999.0,-16.8959367486307,-15.6988038807562,-19.343184756122,-32.4941880506293
2019-05-25,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-7.44094426999872,-16.1303780085087,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-4.50258560462636,-9999.0,-9999.0,-9999.0,-9999.0,-44.9542419046233,-9999.0,-9999.0,-33.165699452162,-9999.0,-7.41100174216337,-8.52217303955501,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-13.9366522893743,-9999.0,-9999.0,-10.1549666152545,-9999.0,-9999.0,-9999.0,-9999.0,-2.31676535895325,-23.0778294051848,-13.4001373452065,-21.4790609239886
2019-05-26,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.77971620643179,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,3.77443841710774,-9999.0,-9999.0,-9999.0,-9999.0,-14.7350378709154,-9999.0,-9999.0,-19.164096902742,-9999.0,-7.29445489422017,-12.1237318030864,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-10.9115280267811,-9999.0,-9999.0,-10.1174275896399,-9999.0,-9999.0,-9999.0,-9999.0,-19.1484355329385,-12.6937057422907,-26.2437267448323,-29.7056167481027
2019-05-27,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9.63991896029272,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.60008637208081,-9999.0,-9999.0,-9999.0,-9999.0,-16.8019996907291,-9999.0,-9999.0,-23.476202523443,-9999.0,-5.64913563129858,-7.91750624495448,-9999.0,-5.65940680904215,-9999.0,-9999.0,-9999.0,-13.7041531817643,-9999.0,-9999.0,-8.38187763892786,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-13.5002406485476,-18.873758910069,-38.9344774918882
2019-05-28,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,5.24208140560027,-4.08209011221336,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-3.05949327808926,-9999.0,-9999.0,-9999.0,-9999.0,-10.9186782950701,-9999.0,-9999.0,-20.2053431870241,-2.39289435886808,-4.84905639451367,-8.54531452997773,-9999.0,-2.54241160870811,-9999.0,-9999.0,-9999.0,-7.86927248811693,-9999.0,-9999.0,-11.8188049496649,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-20.5552762855588,-19.8420815105589,-27.7977193118093
2019-05-29,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-21.4184500334689,-54.4778846759713,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.5710413931888,-9999.0,-9999.0,-9999.0,-9999.0,-49.4292820926806,-9999.0,-9999.0,-9999.0,-4.24485690252198,-3.7245185962884,-9.18444032105639,-9999.0,-7.53980266162878,-9999.0,-9999.0,-9999.0,-12.613412553929,-9999.0,-9999.0,-10.8654467030799,-9999.0,-20.8765231263011,-9999.0,-9999.0,-9999.0,-22.67704536183,-16.0762050954867,-19.7863040127062
2019-05-30,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.47627596373328,-12.6407118036156,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9.9735087394307,-9999.0,-9999.0,-9999.0,-9999.0,-42.6217661261966,-9999.0,-9999.0,-9999.0,-9999.0,-5.78373536552692,-9.19396638540561,-9999.0,-5.58625981679951,-9999.0,-9999.0,-9999.0,-15.5928332463623,-9999.0,-9999.0,-11.3839546390217,-9999.0,-20.4102068448397,-9999.0,-9999.0,-21.3850641976138,-18.7740225034578,-7.64037277891219,-22.1424562540577
2019-05-31,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-4.44309543333794,-15.1267613284609,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-8.63319681376948,-9999.0,-9999.0,-9999.0,-9999.0,-18.0993026231,-9999.0,-9999.0,-9999.0,-9999.0,-4.02463750634841,-9.72782665511968,-9999.0,-1.57776127689399,-9999.0,-9999.0,-9999.0,-8.06915989918647,-9999.0,-9999.0,-8.89756589629513,-9999.0,-20.0140347943884,-9999.0,-9999.0,-9.94756077799639,-12.7486575570346,-19.5941537619637,-13.5613804425194
2019-06-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-7.97274665130959,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.99459294999481,-9999.0,-9999.0,-9999.0,-9999.0,-36.0718310459472,-9999.0,-9999.0,-9999.0,-9999.0,-6.9475988397856,-5.67882674946293,-9999.0,-1.47690708120861,-9999.0,-9999.0,-9999.0,-11.8353273159863,-9999.0,-9999.0,-12.9038456043425,-9999.0,-25.3924726295021,-9999.0,-9999.0,-17.1459991979497,-16.9666124154604,-15.1690603064225,-14.3737092882709
2019-06-02,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-4.38440369895332,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-1.14956547717253,-9999.0,-9999.0,-9999.0,-9999.0,-19.2561628965401,-9999.0,-9999.0,-9999.0,-9999.0,-5.69087474680233,-10.3027631781757,-9999.0,-6.28006909273723,-9999.0,-9999.0,-9999.0,-7.62785134150141,-9999.0,-9999.0,-12.8770642882274,-9999.0,-15.7758730323261,-9999.0,-9999.0,-9.26504999558013,-13.2995860100784,-9.50664148229886,-18.04168312643
2019-06-03,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-8.83473617471739,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-4.45952545849421,-9999.0,-9999.0,-9999.0,-9999.0,-16.3988558629159,-9999.0,-9999.0,-15.8518065787724,-9999.0,-6.84189152218346,-9.82199020690722,-9999.0,-11.4157482073661,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9.75115355773591,-9999.0,-17.87586944098,-9999.0,-9999.0,-14.2823983316935,-10.1819041416639,-11.9688579245763,-20.9975486472621
2019-06-04,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,48.5586771957937,-12.8252090449181,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-4.40562703220809,-9999.0,-9999.0,-9999.0,-9999.0,-18.0848692863805,-9999.0,-9999.0,-11.797998996112,-9999.0,-4.65529175950807,-14.3877904157453,-9999.0,-9.47860186893254,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-13.6522571465335,-9999.0,-18.725252220444,-9999.0,-9999.0,-6.30963603051669,-9999.0,-8.08871624995232,-16.6761875096721
2019-06-05,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-10.7665518590609,-9.00253597943531,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-16.7103584300678,-9999.0,-9999.0,-14.2538873842039,-9999.0,-1.53146433826112,-11.5106782213228,-9999.0,-10.0306637955978,-9999.0,-1.86311600002013,-9999.0,-13.046559811397,-9999.0,-9999.0,-10.0906492084646,-9999.0,-26.6360263502742,-9999.0,-9999.0,-9.40355773548424,-13.7852548462701,-7.31742908873801,-15.4206290024101
2019-06-06,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-10.7180360613813,-11.1196862553465,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.986702944967799,-9999.0,-9999.0,-9999.0,-9999.0,-17.1001890218083,-9999.0,-9999.0,-12.6196975473427,-9999.0,-1.13473327988315,-10.250689986243,-9999.0,0.375906558606603,-9999.0,-9.13222549600477,-9999.0,-10.0216884153377,-9999.0,-9999.0,-12.7323630909318,-9999.0,-14.9766176034315,-9999.0,-9999.0,-13.8842973121755,-15.7888902885337,-9.66426856301032,-9999.0
2019-06-07,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-2.28139376767836,-12.1683898329998,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-6.83226238654003,-9999.0,-9999.0,-9999.0,-9999.0,-18.7472071796935,-9999.0,-9999.0,-9.03115283881847,-9999.0,6.01684992194763,-8.78650795780512,-9999.0,-5.1939344032424,-9999.0,-9999.0,-9999.0,-10.9653530323863,-9999.0,-9999.0,-12.3779479799386,-9999.0,-20.8026268964325,-9999.0,-9999.0,-10.1821762322696,-9999.0,-12.5084338098124,-11.7343493839636
2019-06-08,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-19.0511747273016,-17.9234757738995,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-11.8685874910538,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,7.05575688043239,-9.30238738568101,-9999.0,-7.78323984273547,-9999.0,-9999.0,-9999.0,-7.96604987049154,-9999.0,-9999.0,4.56682229360601,-9999.0,-16.3394919552348,-9999.0,-9999.0,-11.6012984951145,-9.1318856336416,-9.01427300657113,-23.0236713853815
2019-06-09,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-19.2084972773197,-16.899787337021,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.804847790759482,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,7.46296421695348,-6.06114352603717,-9999.0,-5.80066985961595,-9999.0,-9999.0,-9999.0,-10.8911977549301,-9999.0,-9999.0,11.2955952858077,-9999.0,-9999.0,-9999.0,-9999.0,-12.2128672431128,-20.3932049634885,-13.1448817767075,-9999.0
2019-06-10,-9999.0,-25.7887605310736,-9999.0,-9999.0,-9999.0,-4.99246583873826,-16.4537392743237,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-16.9432205689335,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-20.2626435813502,-1.90275472396402,-7.53500936378021,-9999.0,-16.3222460785849,-9999.0,-8.93484470235586,-9999.0,-24.1907727175168,-9999.0,-9999.0,8.60539980323214,-9999.0,-9999.0,-9999.0,-9999.0,-8.92985107920046,-18.2662034053128,-9.99676971532389,-16.1701586668588
2019-06-11,-9999.0,1.0288482860862,-9999.0,-9999.0,-9999.0,-0.907143475287018,-2.42305269172359,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-4.92590153802121,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-10.9941387269931,-6.66288919030549,-8.35186138188045,-9999.0,-11.1315588102674,-9999.0,-11.1577820584094,-9999.0,-14.1286991393343,-9999.0,-9999.0,-5.17331229269521,-9999.0,-9999.0,-9999.0,-9999.0,-14.0888799811063,-16.3802260942703,-9999.0,-21.3029619003744
2019-06-12,-9999.0,9.65227037794546,-9999.0,-9999.0,-9999.0,-7.37956614930389,-12.8002901107758,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2.6297068195175,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.70401183319465,-9999.0,-9999.0,-7.28868273882401,-9999.0,-13.2278515010134,-9999.0,-15.9938613706781,-9999.0,-9999.0,-11.9770997658079,-9999.0,-9999.0,-9999.0,-9999.0,-13.3886853504443,-24.0082793794001,-11.5212375014459,-20.1316450960672
2019-06-13,-9999.0,-26.2372937978034,-9999.0,-9999.0,-9999.0,3.87387588205128,-13.5877423758953,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-12.3165875390494,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9.78176933342111,6.26514033214987,-9999.0,-9999.0,-21.9060833840861,-9999.0,-8.26824768079545,-9999.0,-12.999865279759,-9999.0,-9999.0,-4.54015837272233,-9999.0,-9999.0,-9999.0,-9999.0,-16.5255148403663,-16.4017988681254,-5.88316403000654,-25.6200717229353
