date,ABBY,BARR,BART,BLAN,BONA,CLBJ,CPER,DCFS,DEJU,DELA,DSNY,GRSM,GUAN,HARV,HEAL,JERC,JORN,KONA,KONZ,LAJA,LENO,MLBS,MOAB,NIWO,NOGP,OAES,ONAQ,ORNL,OSBS,PUUM,RMNP,SCBI,SERC,SJER,SOAP,SRER,STEI,STER,TALL,TEAK,TOOL,TREE,UKFS,UNDE,WOOD,WREF,YELL
2018-06-16,-28.5958424805648,-9999.0,-26.5828069567132,-25.7971269410117,-27.7248197743484,-9999.0,-9999.0,-9999.0,-9999.0,-25.9277242779451,-21.3307829374975,-9999.0,-9999.0,-26.8192932241854,-9999.0,-27.3530285958851,-23.0077520726948,-18.1760897126159,-20.7384703477072,88447.8399999999,-9999.0,-9999.0,48.6620199007724,-9999.0,-9999.0,-18.1302738731898,-31.0061670559306,-9999.0,-26.4466042124807,-9999.0,-9999.0,-9999.0,-20.5794348360266,-9999.0,-27.1365285450954,-19.2098396219894,-28.6425915817134,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-22.9055934334836,-9999.0,-26.3033274066491,-9999.0,-9999.0
2018-06-17,-28.3287348455814,-9999.0,-27.4666204088021,-26.377194213669,-25.546774353854,-9999.0,-9999.0,-9999.0,-9999.0,-27.1190717665522,-20.3906414838396,-9999.0,-9999.0,-27.5762519729588,-9999.0,-26.9784433961939,-26.0243202175439,-17.7491853044108,-19.5983935897228,88447.84,-9999.0,-9999.0,-31.4956701154232,-9999.0,-9999.0,-17.2388556633408,-9999.0,-9999.0,-25.9749587869523,-9999.0,-9999.0,-9999.0,-18.5607544801895,-9999.0,-27.7668409396098,-34.0529983050805,-28.2277775626703,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-23.2295228427825,-9999.0,-27.5805919473274,-9999.0,-9999.0
2018-06-18,-29.5100157723851,-9999.0,-27.6562522280684,-26.4335620222324,-26.9424160371586,-9999.0,-9999.0,-9999.0,-9999.0,-24.7690584774757,-9999.0,-9999.0,-9999.0,-28.364216389406,-25.0791645226583,-26.7845129802622,-23.732345208114,-19.884594597596,-20.3301078758769,88447.8399999999,-9999.0,-9999.0,-65.1216820166685,-31.6266856470077,-9999.0,-22.439843005376,-9999.0,-9999.0,-26.9479810677413,-9999.0,-9999.0,-9999.0,-18.7457197109021,-9999.0,-27.1999350741334,-29.4059875982863,-28.5288054093006,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-23.6763776372227,-9999.0,-27.6311391075613,-9999.0,-9999.0
2018-06-19,-29.002194868791,-9999.0,-27.4409072658326,-27.1759273801151,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-26.4878709538286,-20.2776164514126,-9999.0,-9999.0,-27.2003253668669,-27.1164740921329,-26.1372044948461,-23.8475740897819,-21.2014723953769,-20.4908551362423,88447.8400000001,-9999.0,-9999.0,-42.3626905143848,-23.5637404503894,-9999.0,-20.3362872028438,-9999.0,-9999.0,-27.8590915694595,-9999.0,-9999.0,-9999.0,-17.405073874511,-9999.0,-27.8663070613935,-23.9041302949009,-27.4491106483435,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-21.9640493069892,-9999.0,-9999.0,-9999.0,-9999.0
2018-06-20,-29.2159049178787,-9999.0,-25.6732627336784,-27.3395538444965,-24.7334399692355,-9999.0,-9999.0,-9999.0,-9999.0,-26.2364252658131,-20.3471871559288,-9999.0,-9999.0,-26.8733432273864,-19.83299839385,-25.3575700708836,-24.5989494415441,-22.4034110917438,-22.1634760189391,88447.8400000001,-9999.0,-9999.0,-15.2251836338695,-24.7641747796528,-9999.0,-21.1014797012365,-9999.0,-9999.0,-24.4835277167564,-9999.0,-9999.0,-9999.0,-16.5576326441205,-9999.0,-27.3399382719189,-20.0295427441147,-27.4050169149661,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-22.9180721449314,-22.0256125893072,-25.6636624217456,-9999.0,-9999.0
2018-06-21,-30.0921798115167,-9999.0,-26.7655006487648,-27.1636186329302,-26.44720422056,-9999.0,-9999.0,-9999.0,-9999.0,-26.9041189400419,-20.8586683320389,-9999.0,-9999.0,-27.0256274068622,-23.9230429321367,-26.0078500169532,-22.3301283119865,-22.2884820575862,-9999.0,88447.8399999999,-9999.0,-9999.0,-44.3772137839962,-32.0759978512337,-9999.0,-20.1433039544082,-40.6794329589447,-9999.0,-25.5909326293351,-9999.0,-9999.0,-9999.0,-17.8273177864041,-9999.0,-28.2956459031844,-24.6627380974406,-25.8773876826979,-20.4851842746724,-9999.0,-9999.0,-20.6389384506572,-9999.0,-24.4786101398015,-27.3539946675616,-23.3223291130802,-9999.0,-9999.0
2018-06-22,-28.6842557787604,-9999.0,-26.8013691073432,-27.2573335566273,-25.7212537343075,-9999.0,-9999.0,-9999.0,-9999.0,-27.1280591125762,-21.6801677431332,-9999.0,-9999.0,-27.1860834093928,-9999.0,-26.4722096228169,-22.6704880051152,-9999.0,-9999.0,88447.84,-9999.0,-9999.0,-9999.0,-27.1534843726959,-9999.0,-21.9757967236814,-24.8207535116967,-9999.0,-24.4121930916852,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-25.9264287444091,-26.3268547653996,-21.9812042876242,-9999.0,-9999.0,-9999.0,-9999.0,-25.480618317105,-27.8208377467695,-9999.0,-9999.0,-9999.0
2018-06-23,-29.4498561519807,-9999.0,-26.4668530994334,-28.8483674845858,-27.2032312184473,-9999.0,-9999.0,-9999.0,-9999.0,-27.9197394778176,-20.6093646330297,-9999.0,-9999.0,-27.4783715614391,-22.3666044555693,-25.7371250247995,-27.7244369788285,-18.6973736235151,-18.9444341088473,88447.8399999999,-39.5739944344418,-9999.0,-32.5994685980608,-9999.0,-9999.0,-9999.0,-37.5972702286659,-9999.0,-24.2524745829865,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-24.2187410048033,-22.474893121175,-27.0025603172909,-19.804930670952,-9999.0,-9999.0,-9999.0,-9999.0,-24.2536778564669,-27.077545528192,-23.3757804511567,-9999.0,-9999.0
2018-06-24,-28.5882336765346,-9999.0,-26.7946112773348,-26.2998422888662,-22.5020855316953,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-20.1124364014444,-9999.0,-9999.0,-27.4013564223391,-24.462967564335,-26.94706957742,-26.4585766628969,-19.8938192458856,-19.0738253852492,88447.84,-27.0335298240221,-9999.0,-51.191175884139,-9999.0,-9999.0,-20.3591363399361,-36.2073742988104,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-15.8838193908413,-9999.0,-9999.0,-21.4481791542438,-27.9505304670191,-24.9610203580922,-9999.0,-9999.0,-9999.0,-9999.0,-25.0971399597969,-27.4381124924954,-27.4770327682212,-9999.0,-9999.0
2018-06-25,-29.4548997896834,-9999.0,-24.3379908720586,-26.9900487372248,-24.0148088068732,-9999.0,-9999.0,-9999.0,-9999.0,-23.4879903161597,-19.8716458743269,-9999.0,-9999.0,-27.0903599755818,-22.6988362640066,-26.0913056479568,-27.171331685859,-17.35013782492,-21.8883702939798,88447.84,-27.7980180048981,-9999.0,-43.1845153244733,-23.3948461409484,-9999.0,-21.9216583162816,-39.6707239729467,-9999.0,-25.2320558845382,-9999.0,-9999.0,-9999.0,-16.2467982375926,-9999.0,-28.5320303101606,-23.831071678409,-25.9335667697888,-26.6800178277524,88447.84,-9999.0,-9999.0,-9999.0,-25.0020748721708,-28.0543238012786,-26.6204275705802,-9999.0,-9999.0
