date,ABBY,BARR,BART,BLAN,BONA,CLBJ,CPER,DCFS,DEJU,DELA,DSNY,GRSM,GUAN,HARV,HEAL,JERC,JORN,KONA,KONZ,LAJA,LENO,MLBS,MOAB,NIWO,NOGP,OAES,ONAQ,ORNL,OSBS,PUUM,RMNP,SCBI,SERC,SJER,SOAP,SRER,STEI,STER,TALL,TEAK,TOOL,TREE,UKFS,UNDE,WOOD,WREF,YELL
2019-10-19,-9999.0,-0.756673234983766,-9999.0,-9999.0,-9999.0,-13.7912542800407,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.56759456062351,-9999.0,-9999.0,-9999.0,-9999.0,-23.3025117709786,-9999.0,-9999.0,-9999.0,-9999.0,-17.1779369814108,-11.1149422611379,-9999.0,-7.47070388618518,-9999.0,-10.4551446125294,-9999.0,-8.68694682611348,-9999.0,-9999.0,-21.269741713094,-9999.0,-9999.0,-9999.0,-9999.0,-15.1501418061973,-17.4916357129192,8.50530620123263,-9999.0
2019-10-20,-9999.0,-2.96976002136826,-9999.0,-9999.0,-9999.0,-12.5856781109187,-14.8798370112317,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-8.60184556693481,-9999.0,-9999.0,-9999.0,-9999.0,-47.6677740170649,-9999.0,-9999.0,-9999.0,-9999.0,0.727448864234134,-8.11632252297659,-9999.0,-43.1892981909805,-9999.0,-12.7664583548604,-9999.0,-8.87455951288207,-9999.0,-9999.0,-20.275769803455,-9999.0,-9999.0,-9999.0,-9999.0,-15.6523448092246,-20.1720503780217,-11.8722986106564,-9999.0
2019-10-21,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-11.3371416408233,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-7.77621827162541,-10.7672907603743,-9999.0,-9999.0,-9999.0,-9999.0,3.39395486359977,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-7.38583819339542,-2.81120265391367,-5.03136632989584,-15.2634852178889,-9999.0,-19.0803880702169,-9999.0,-12.0795437007119,-9999.0,-2.84001769991894,-9999.0,-9999.0,-3.97472722156376,-9999.0,-9999.0,-9999.0,-9999.0,-17.4169841477122,-15.583580174523,-0.799588707600446,-14.7167743139949
2019-10-22,-9999.0,-9999.0,-9999.0,-9999.0,-23.5705253350841,3.09976569672518,-19.730451411508,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9.08541008181833,-15.7405710507774,-9999.0,-9999.0,-9999.0,-9999.0,-33.3651352473219,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9.47050886092612,-17.9525536119504,-3.31584866426099,-8.27265767718458,-9999.0,-3.30814598337397,-9999.0,-12.6190724113602,-9999.0,17.8453792279386,-9999.0,-9999.0,-15.5655632995361,-9999.0,-9999.0,-9999.0,-9999.0,-8.11650193450481,-17.827984008218,0.505717794049113,-23.4223797947733
2019-10-23,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-12.6602820425822,-22.0203093686951,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.40383054044603,1.08495280228311,-9999.0,-9999.0,-9999.0,-9999.0,-25.096229961185,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-19.1136044120892,-19.4252375034312,-9.07668431674777,-6.72037672802368,-9999.0,-23.1391012773613,-9999.0,-13.9806008650807,-9999.0,-7.98465555445256,-9999.0,-9999.0,-13.105017653281,-9999.0,-9999.0,-9999.0,-9999.0,-27.3699437768538,-28.7221583330809,-9.87296674181056,-13.0867002632629
2019-10-24,-9999.0,-9999.0,-9999.0,-9999.0,-33.4434396915764,-5.88977055424955,-16.8777205592903,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.71500891626035,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9.56948486006252,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-7.51422122803297,-14.0764226716412,-8.04013925773311,-6.93465853465875,-9999.0,-17.2654887046907,-9999.0,-12.0702021891682,-9999.0,-13.682990034004,-9999.0,-9999.0,-9.70020960658844,-9999.0,-9999.0,-9999.0,-9999.0,-25.4047768584685,-27.739077243269,-17.0807121794307,-9999.0
2019-10-25,-9999.0,-1.85861383551177,-9999.0,-9999.0,-75.6743956300464,-6.95424750922005,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.58917803997219,5.86062089502616,-9999.0,-9999.0,-9999.0,-9999.0,-10.9403721680634,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-10.0267240567814,-3.83586946247304,-8.89670254473494,-9999.0,-12.1428275451899,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-11.2697224952355,-9999.0,-9999.0,-9999.0,-9999.0,-18.5642362795302,-12.763027026434,-20.1130729588149,-20.7554840778213
2019-10-26,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-14.0548051497695,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-6.89075274675492,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-17.7500054340215,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-10.0520970313377,-3.95008635238262,-13.5356414340391,-2.19936981159877,-9999.0,-11.4160090838434,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-7.09899369860687,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-20.6123648146395,-16.0258326829052,-9999.0
2019-10-27,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-7.2157901096991,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-7.69761139173976,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9.42551170077265,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-7.14772029369149,-1.0256165420031,25.008622336195,-8.53473466014954,-9999.0,2.69087070949483,-9999.0,-9999.0,-9999.0,-11.3487080665742,-9999.0,-9999.0,-9999.0,-9999.0,-17.3728363294323,-9999.0,-9999.0,-9999.0,-9999.0,-13.481882959561,-9999.0
2019-10-28,-9999.0,-55.6711021907229,-9999.0,-9999.0,-38.4540141919115,-9.92879579912078,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.91427529214659,-15.840973352749,-9999.0,-9999.0,-9999.0,-9999.0,0.379487112295989,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-13.3453223477505,-1.44367722238149,-5.01968768737581,-9999.0,-24.2333937650539,-9999.0,-9999.0,-9999.0,-7.27629620299516,-9999.0,-9999.0,-12.2904323559224,-9999.0,-19.881152898475,-9999.0,-9999.0,-44.3960601966846,-9999.0,-16.5546249689548,-9999.0
