Date,ABBY,BARR,BART,BLAN,BONA,CLBJ,CPER,DCFS,DEJU,DELA,DSNY,GRSM,GUAN,HARV,HEAL,JERC,JORN,KONA,KONZ,LAJA,LENO,MLBS,MOAB,NIWO,NOGP,OAES,ONAQ,ORNL,OSBS,PUUM,RMNP,SCBI,SERC,SJER,SOAP,SRER,STEI,STER,TALL,TEAK,TOOL,TREE,UKFS,UNDE,WOOD,WREF,YELL
2014-12-23,,,,-6.90953902021882,,,,,,-4.297055030183387,,,,,,-3.243791453782337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-24,,,,-11.314732452582762,,,,,,-3.6144096008145166,,,,,,-4.31739020182398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-25,,,,-7.89771253073091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-27,,,,,,,,,,-5.110602072834094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-28,,,-14.923308040997474,,,,,,,-3.2253602897378206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-29,,,,,,,,,,-4.4136508269225985,,,,,,-5.6286622598161244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-30,,,-14.970540871330948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.042342135135698,,,,,,,,,,,,,,,,
2015-01-01,,,,,,,,,,-6.206658324083517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02,,,,,,,,,,-4.396184203506846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-03,,,,-7.921113852724329,,,,,,-5.081593301066756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-04,,,,-11.638186343818191,,,,,,-5.612255756805355,,,,,,-4.362676243771324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05,,,-6.9945334514898745,-9.433501553396882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06,,,-12.706735471592177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08,,,-9.087405881131884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
